40,40
1.99999, 1.99999
1.99997, 1.99996
1.99993, 1.99992
1.99988, 1.99986
1.99981, 1.99979
1.99972, 1.9997
1.99962, 1.9996
1.99951, 1.99948
1.99938, 1.99935
1.99923, 1.9992
1.99907, 1.99903
1.99889, 1.99885
1.9987, 1.99866
1.99849, 1.99845
1.99827, 1.99822
1.99803, 1.99798
1.99777, 1.99773
1.9975, 1.99746
1.99722, 1.99717
1.99692, 1.99687
1.9966, 1.99656
1.99627, 1.99623
1.99592, 1.99588
1.99556, 1.99552
1.99518, 1.99515
1.99479, 1.99476
1.99438, 1.99435
1.99396, 1.99393
1.99352, 1.9935
1.99307, 1.99305
1.9926, 1.99259
1.99211, 1.99211
1.99161, 1.99161
1.9911, 1.99111
1.99057, 1.99058
1.99002, 1.99004
1.98946, 1.98949
1.98889, 1.98891
1.9883, 1.98833
1.98769, 1.98772
1.99997, 1.99996
1.99988, 1.99986
1.99972, 1.9997
1.99951, 1.99948
1.99923, 1.99919
1.99889, 1.99885
1.99849, 1.99844
1.99803, 1.99797
1.9975, 1.99744
1.99692, 1.99685
1.99627, 1.9962
1.99556, 1.99549
1.99479, 1.99471
1.99396, 1.99388
1.99307, 1.99298
1.99211, 1.99202
1.9911, 1.99101
1.99002, 1.98993
1.98889, 1.98879
1.98769, 1.98759
1.98643, 1.98634
1.98511, 1.98502
1.98373, 1.98364
1.98229, 1.9822
1.98079, 1.9807
1.97922, 1.97915
1.9776, 1.97753
1.97592, 1.97585
1.97417, 1.97412
1.97237, 1.97232
1.97051, 1.97046
1.96858, 1.96855
1.9666, 1.96658
1.96456, 1.96454
1.96246, 1.96245
1.96029, 1.9603
1.95807, 1.95808
1.95579, 1.95581
1.95345, 1.95348
1.95106, 1.95108
1.99993, 1.99992
1.99972, 1.9997
1.99938, 1.99934
1.99889, 1.99885
1.99827, 1.99821
1.9975, 1.99744
1.9966, 1.99653
1.99556, 1.99548
1.99438, 1.99429
1.99307, 1.99297
1.99161, 1.99151
1.99002, 1.98991
1.9883, 1.98817
1.98643, 1.9863
1.98443, 1.98429
1.98229, 1.98215
1.98001, 1.97987
1.9776, 1.97746
1.97505, 1.97491
1.97237, 1.97222
1.96955, 1.96941
1.9666, 1.96645
1.96351, 1.96337
1.96029, 1.96015
1.95694, 1.9568
1.95345, 1.95332
1.94984, 1.94971
1.94609, 1.94597
1.9422, 1.94209
1.93819, 1.93809
1.93405, 1.93396
1.92978, 1.9297
1.92538, 1.92531
1.92085, 1.92079
1.91619, 1.91614
1.9114, 1.91136
1.90649, 1.90646
1.90146, 1.90143
1.89629, 1.89628
1.89101, 1.89099
1.99988, 1.99986
1.99951, 1.99948
1.99889, 1.99885
1.99803, 1.99797
1.99692, 1.99685
1.99556, 1.99548
1.99396, 1.99386
1.99211, 1.992
1.99002, 1.9899
1.98769, 1.98755
1.98511, 1.98496
1.98229, 1.98213
1.97922, 1.97906
1.97592, 1.97574
1.97237, 1.97219
1.96858, 1.9684
1.96456, 1.96436
1.96029, 1.9601
1.95579, 1.95559
1.95106, 1.95085
1.94609, 1.94588
1.94088, 1.94068
1.93544, 1.93524
1.92978, 1.92957
1.92388, 1.92368
1.91775, 1.91756
1.9114, 1.91121
1.90483, 1.90464
1.89803, 1.89785
1.89101, 1.89084
1.88377, 1.88361
1.87631, 1.87616
1.86863, 1.8685
1.86074, 1.86062
1.85264, 1.85252
1.84433, 1.84422
1.83581, 1.83571
1.82708, 1.82699
1.81815, 1.81807
1.80902, 1.80893
1.99981, 1.99979
1.99923, 1.99919
1.99827, 1.99821
1.99692, 1.99685
1.99518, 1.9951
1.99307, 1.99296
1.99057, 1.99045
1.98769, 1.98755
1.98443, 1.98427
1.98079, 1.98062
1.97677, 1.97658
1.97237, 1.97217
1.9676, 1.96739
1.96246, 1.96224
1.95694, 1.95671
1.95106, 1.95082
1.94481, 1.94456
1.93819, 1.93794
1.93121, 1.93095
1.92388, 1.92361
1.91619, 1.91592
1.90814, 1.90787
1.89975, 1.89948
1.89101, 1.89073
1.88192, 1.88165
1.8725, 1.87223
1.86273, 1.86247
1.85264, 1.85238
1.84222, 1.84196
1.83147, 1.83122
1.8204, 1.82016
1.80902, 1.80879
1.79732, 1.7971
1.78532, 1.7851
1.77301, 1.77281
