160,160
2, 2
2, 1.99999
2, 1.99999
2, 1.99998
2, 1.99998
2, 1.99997
2, 1.99997
2, 1.99996
2, 1.99996
2, 1.99995
2, 1.99995
2, 1.99994
1.99999, 1.99993
1.99999, 1.99993
1.99999, 1.99992
1.99999, 1.99992
1.99999, 1.99991
1.99999, 1.99991
1.99999, 1.9999
1.99999, 1.9999
1.99999, 1.99989
1.99999, 1.99988
1.99998, 1.99988
1.99998, 1.99987
1.99998, 1.99987
1.99998, 1.99986
1.99998, 1.99986
1.99998, 1.99985
1.99997, 1.99984
1.99997, 1.99984
1.99997, 1.99983
1.99997, 1.99983
1.99997, 1.99982
1.99997, 1.99981
1.99996, 1.99981
1.99996, 1.9998
1.99996, 1.99979
1.99996, 1.99979
1.99995, 1.99978
1.99995, 1.99978
1.99995, 1.99977
1.99995, 1.99976
1.99994, 1.99976
1.99994, 1.99975
1.99994, 1.99974
1.99994, 1.99974
1.99993, 1.99973
1.99993, 1.99972
1.99993, 1.99972
1.99992, 1.99971
1.99992, 1.9997
1.99992, 1.9997
1.99992, 1.99969
1.99991, 1.99968
1.99991, 1.99968
1.99991, 1.99967
1.9999, 1.99966
1.9999, 1.99965
1.9999, 1.99965
1.99989, 1.99964
1.99989, 1.99963
1.99988, 1.99963
1.99988, 1.99962
1.99988, 1.99961
1.99987, 1.99961
1.99987, 1.9996
1.99986, 1.99959
1.99986, 1.99958
1.99986, 1.99958
1.99985, 1.99957
1.99985, 1.99956
1.99984, 1.99956
1.99984, 1.99955
1.99984, 1.99954
1.99983, 1.99953
1.99983, 1.99953
1.99982, 1.99952
1.99982, 1.99951
1.99981, 1.9995
1.99981, 1.9995
1.9998, 1.99949
1.9998, 1.99948
1.99979, 1.99947
1.99979, 1.99947
1.99978, 1.99946
1.99978, 1.99945
1.99977, 1.99944
1.99977, 1.99944
1.99976, 1.99943
1.99976, 1.99942
1.99975, 1.99941
1.99975, 1.9994
1.99974, 1.9994
1.99973, 1.99939
1.99973, 1.99938
1.99972, 1.99937
1.99972, 1.99937
1.99971, 1.99936
1.9997, 1.99935
1.9997, 1.99934
1.99969, 1.99933
1.99969, 1.99933
1.99968, 1.99932
1.99967, 1.99931
1.99967, 1.9993
1.99966, 1.99929
1.99966, 1.99929
1.99965, 1.99928
1.99964, 1.99927
1.99964, 1.99926
1.99963, 1.99925
1.99962, 1.99925
1.99962, 1.99924
1.99961, 1.99923
1.9996, 1.99922
1.99959, 1.99921
1.99959, 1.9992
1.99958, 1.9992
1.99957, 1.99919
1.99957, 1.99918
1.99956, 1.99917
1.99955, 1.99916
1.99954, 1.99915
1.99954, 1.99915
1.99953, 1.99914
1.99952, 1.99913
1.99951, 1.99912
1.99951, 1.99911
1.9995, 1.9991
1.99949, 1.9991
1.99948, 1.99909
1.99948, 1.99908
1.99947, 1.99907
1.99946, 1.99906
1.99945, 1.99905
1.99944, 1.99904
1.99943, 1.99904
1.99943, 1.99903
1.99942, 1.99902
1.99941, 1.99901
1.9994, 1.999
1.99939, 1.99899
1.99938, 1.99898
1.99938, 1.99898
1.99937, 1.99897
1.99936, 1.99896
1.99935, 1.99895
1.99934, 1.99894
1.99933, 1.99893
1.99932, 1.99892
1.99931, 1.99891
1.9993, 1.9989
1.9993, 1.9989
1.99929, 1.99889
1.99928, 1.99888
1.99927, 1.99887
1.99926, 1.99886
1.99925, 1.99885
1.99924, 1.99884
1.99923, 1.99883
2, 1.99999
2, 1.99998
2, 1.99997
2, 1.99996
2, 1.99995
2, 1.99994
1.99999, 1.99993
1.99999, 1.99992
1.99999, 1.99991
1.99999, 1.99989
1.99999, 1.99988
1.99998, 1.99987
1.99998, 1.99986
1.99998, 1.99985
1.99997, 1.99983
1.99997, 1.99982
1.99997, 1.99981
1.99996, 1.9998
1.99996, 1.99978
1.99995, 1.99977
1.99995, 1.99975
1.99994, 1.99974
1.99994, 1.99973
1.99993, 1.99971
1.99992, 1.9997
1.99992, 1.99968
1.99991, 1.99967
1.99991, 1.99965
1.9999, 1.99964
1.99989, 1.99962
1.99988, 1.99961
1.99988, 1.99959
1.99987, 1.99957
1.99986, 1.99956
1.99985, 1.99954
1.99984, 1.99952
1.99984, 1.99951
1.99983, 1.99949
1.99982, 1.99947
1.99981, 1.99945
1.9998, 1.99944
1.99979, 1.99942
1.99978, 1.9994
1.99977, 1.99938
1.99976, 1.99936
1.99975, 1.99935
1.99973, 1.99933
1.99972, 1.99931
1.99971, 1.99929
1.9997, 1.99927
1.99969, 1.99925
1.99967, 1.99923
1.99966, 1.99921
1.99965, 1.99919
1.99964, 1.99917
1.99962, 1.99915
1.99961, 1.99913
1.99959, 1.99911
1.99958, 1.99909
1.99957, 1.99907
1.99955, 1.99904
1.99954, 1.99902
1.99952, 1.999
1.99951, 1.99898
1.99949, 1.99896
1.99948, 1.99894
1.99946, 1.99891
1.99944, 1.99889
1.99943, 1.99887
1.99941, 1.99884
1.99939, 1.99882
1.99938, 1.9988
1.99936, 1.99878
1.99934, 1.99875
1.99932, 1.99873
1.9993, 1.9987
1.99929, 1.99868
1.99927, 1.99866
1.99925, 1.99863
1.99923, 1.99861
1.99921, 1.99858
1.99919, 1.99856
1.99917, 1.99853
1.99915, 1.99851
1.99913, 1.99848
1.99911, 1.99846
1.99909, 1.99843
1.99907, 1.9984
1.99905, 1.99838
1.99902, 1.99835
1.999, 1.99833
1.99898, 1.9983
1.99896, 1.99827
1.99894, 1.99825
1.99891, 1.99822
1.99889, 1.99819
1.99887, 1.99817
1.99884, 1.99814
1.99882, 1.99811
1.9988, 1.99808
1.99877, 1.99805
1.99875, 1.99803
1.99872, 1.998
1.9987, 1.99797
1.99867, 1.99794
1.99865, 1.99791
1.99862, 1.99788
1.9986, 1.99785
1.99857, 1.99783
1.99854, 1.9978
1.99852, 1.99777
1.99849, 1.99774
1.99846, 1.99771
1.99843, 1.99768
1.99841, 1.99765
1.99838, 1.99762
1.99835, 1.99759
1.99832, 1.99756
1.99829, 1.99752
1.99827, 1.99749
1.99824, 1.99746
1.99821, 1.99743
1.99818, 1.9974
1.99815, 1.99737
1.99812, 1.99734
1.99809, 1.9973
1.99806, 1.99727
1.99803, 1.99724
1.998, 1.99721
1.99796, 1.99718
1.99793, 1.99714
1.9979, 1.99711
1.99787, 1.99708
1.99784, 1.99704
1.99781, 1.99701
1.99777, 1.99698
1.99774, 1.99694
1.99771, 1.99691
1.99767, 1.99688
1.99764, 1.99684
1.99761, 1.99681
1.99757, 1.99677
1.99754, 1.99674
1.9975, 1.9967
1.99747, 1.99667
1.99743, 1.99663
1.9974, 1.9966
1.99736, 1.99656
1.99733, 1.99653
1.99729, 1.99649
1.99725, 1.99645
1.99722, 1.99642
1.99718, 1.99638
1.99714, 1.99635
1.99711, 1.99631
1.99707, 1.99627
1.99703, 1.99624
1.99699, 1.9962
1.99696, 1.99616
1.99692, 1.99612
2, 1.99999
2, 1.99997
2, 1.99996
2, 1.99994
1.99999, 1.99992
1.99999, 1.99991
1.99999, 1.99989
1.99998, 1.99987
1.99998, 1.99985
1.99997, 1.99983
1.99997, 1.99981
1.99996, 1.99979
1.99995, 1.99977
1.99995, 1.99975
1.99994, 1.99973
1.99993, 1.99971
1.99992, 1.99969
1.99991, 1.99966
1.9999, 1.99964
1.99989, 1.99962
1.99988, 1.99959
1.99987, 1.99957
1.99986, 1.99954
1.99984, 1.99952
1.99983, 1.99949
1.99982, 1.99946
1.9998, 1.99944
1.99979, 1.99941
1.99977, 1.99938
1.99976, 1.99935
1.99974, 1.99932
1.99972, 1.99929
1.9997, 1.99926
1.99969, 1.99923
1.99967, 1.9992
1.99965, 1.99917
1.99963, 1.99914
1.99961, 1.9991
1.99959, 1.99907
1.99957, 1.99904
1.99954, 1.999
1.99952, 1.99897
1.9995, 1.99894
1.99948, 1.9989
1.99945, 1.99886
1.99943, 1.99883
1.9994, 1.99879
1.99938, 1.99875
1.99935, 1.99872
1.99932, 1.99868
1.9993, 1.99864
1.99927, 1.9986
1.99924, 1.99856
1.99921, 1.99852
1.99918, 1.99848
1.99915, 1.99844
1.99912, 1.9984
1.99909, 1.99836
1.99906, 1.99832
1.99902, 1.99827
1.99899, 1.99823
1.99896, 1.99819
1.99892, 1.99814
1.99889, 1.9981
1.99885, 1.99806
1.99882, 1.99801
1.99878, 1.99797
1.99875, 1.99792
1.99871, 1.99787
1.99867, 1.99783
1.99863, 1.99778
1.9986, 1.99773
1.99856, 1.99768
1.99852, 1.99763
1.99848, 1.99759
1.99843, 1.99754
1.99839, 1.99749
1.99835, 1.99744
1.99831, 1.99739
1.99827, 1.99733
1.99822, 1.99728
1.99818, 1.99723
1.99813, 1.99718
1.99809, 1.99713
1.99804, 1.99707
1.998, 1.99702
1.99795, 1.99696
1.9979, 1.99691
1.99785, 1.99685
1.99781, 1.9968
1.99776, 1.99674
1.99771, 1.99669
1.99766, 1.99663
1.99761, 1.99657
1.99755, 1.99652
1.9975, 1.99646
1.99745, 1.9964
1.9974, 1.99634
1.99734, 1.99628
1.99729, 1.99622
1.99724, 1.99616
1.99718, 1.9961
1.99713, 1.99604
1.99707, 1.99598
1.99701, 1.99592
1.99696, 1.99586
1.9969, 1.99579
1.99684, 1.99573
1.99678, 1.99567
1.99672, 1.9956
1.99666, 1.99554
1.9966, 1.99547
1.99654, 1.99541
1.99648, 1.99534
1.99642, 1.99528
1.99635, 1.99521
1.99629, 1.99514
1.99623, 1.99508
1.99616, 1.99501
1.9961, 1.99494
1.99603, 1.99487
1.99597, 1.99481
1.9959, 1.99474
1.99583, 1.99467
1.99577, 1.9946
1.9957, 1.99453
1.99563, 1.99445
1.99556, 1.99438
1.99549, 1.99431
1.99542, 1.99424
1.99535, 1.99417
1.99528, 1.99409
1.99521, 1.99402
1.99514, 1.99395
1.99506, 1.99387
1.99499, 1.9938
1.99492, 1.99372
1.99484, 1.99365
1.99477, 1.99357
1.99469, 1.9935
1.99462, 1.99342
1.99454, 1.99334
1.99446, 1.99326
1.99438, 1.99319
1.99431, 1.99311
1.99423, 1.99303
1.99415, 1.99295
1.99407, 1.99287
1.99399, 1.99279
1.99391, 1.99271
1.99383, 1.99263
1.99374, 1.99255
1.99366, 1.99246
1.99358, 1.99238
1.99349, 1.9923
1.99341, 1.99222
1.99333, 1.99213
1.99324, 1.99205
1.99315, 1.99196
1.99307, 1.99188
2, 1.99998
2, 1.99996
2, 1.99994
1.99999, 1.99992
1.99999, 1.99989
1.99998, 1.99987
1.99998, 1.99985
1.99997, 1.99982
1.99996, 1.99979
1.99995, 1.99977
1.99994, 1.99974
1.99993, 1.99971
1.99992, 1.99968
1.99991, 1.99965
1.99989, 1.99962
1.99988, 1.99958
1.99986, 1.99955
1.99984, 1.99951
1.99983, 1.99948
1.99981, 1.99944
1.99979, 1.9994
